t,EGT_SEL,FLIGHT_MOD,FMV_SEL,HPTC_SEL,LPTC_SEL,N1_SEL,N2_ACTSEL,OIL_P,OIL_TEMP,PS3_SEL,PT2_SEL,P0_SEL,TAT,TBV_SEL,TRA_SEL,T25_SEL,T3_SEL,VBV_SEL,VIB_CN1,VIB_CN2,VIB_TN1,VIB_TN2,VSV_SEL,WFM_SEL,XM
datenum,deg_C,_,_,%,%,%,%_RPM,psi,_,psi,mb,psi,deg_C,%,DEG,_,_,DEG,_,_,_,_,DEG,lb/h,mach
15/09/2011 10:35:50.125,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15/09/2011 10:35:50.375,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15/09/2011 10:35:50.625,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15/09/2011 10:35:50.875,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4608.02,0.15
15/09/2011 10:35:51.125,NaN,NaN,NaN,NaN,NaN,0,0,120.002,NaN,584.732,NaN,NaN,25.7188,0,0,NaN,NaN,0,0,0,0,0,0,7680.14,0.15
15/09/2011 10:35:51.375,637.377,NaN,NaN,0,NaN,0,0,168.002,NaN,204.234,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,10752.1,0.15
15/09/2011 10:35:51.625,585.129,NaN,NaN,0,NaN,0,0,216.002,69.7499,12.2499,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,10751.9,0.15
15/09/2011 10:35:51.875,532.881,NaN,NaN,0,NaN,0,0,264.001,65.2499,8.74996,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,7679.96,0.15
15/09/2011 10:35:52.125,480.638,NaN,NaN,0,NaN,0,0,311.997,60.7504,5.25026,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,4608,0.15
15/09/2011 10:35:52.375,408.638,NaN,NaN,0,NaN,0,0,359.997,56.2504,1.75028,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,1536.01,0.15
15/09/2011 10:35:52.625,316.888,NaN,NaN,0,NaN,0,0,407.996,51.7504,1.75006,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,0.00833075,0.15
15/09/2011 10:35:52.875,225.137,NaN,NaN,0,NaN,0,0,455.996,47.2504,5.24976,NaN,NaN,25.75,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
15/09/2011 10:35:53.125,133.372,NaN,NaN,0,NaN,0,0,504.002,42.7499,8.75016,0,0,25.75,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
