t,EGT_SEL,FLIGHT_MOD,FMV_SEL,HPTC_SEL,LPTC_SEL,N1_SEL,N2_ACTSEL,OIL_P,OIL_TEMP,PS3_SEL,PT2_SEL,P0_SEL,TAT,TBV_SEL,TRA_SEL,T25_SEL,T3_SEL,VBV_SEL,VIB_CN1,VIB_CN2,VIB_TN1,VIB_TN2,VSV_SEL,WFM_SEL,XM
datenum,deg_C,_,_,%,%,%,%_RPM,psi,_,psi,mb,psi,deg_C,%,DEG,_,_,DEG,_,_,_,_,DEG,lb/h,mach
12/09/2011 13:11:23.125,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/09/2011 13:11:23.375,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/09/2011 13:11:23.625,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12/09/2011 13:11:23.875,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7679.98,0.15
12/09/2011 13:11:24.125,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,584.732,NaN,NaN,20.75,0,0,NaN,NaN,0,0,0,0,0,0,4607.86,0.15
12/09/2011 13:11:24.375,396.247,NaN,NaN,0,NaN,0,0,0,NaN,204.234,NaN,NaN,20.75,0,0,NaN,NaN,0,0,0,0,0,0,1535.87,0.15
12/09/2011 13:11:24.625,306.75,NaN,NaN,0,NaN,0,0,0,72,12.2499,NaN,NaN,20.75,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:24.875,217.253,NaN,NaN,0,NaN,0,0,0,72,8.74996,NaN,NaN,20.75,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:25.125,127.764,NaN,NaN,0,NaN,0,0,0,72,5.25026,NaN,NaN,20.75,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:25.375,103.759,NaN,NaN,0,NaN,0,0,0,72,1.75028,NaN,NaN,20.7812,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:25.625,145.252,NaN,NaN,0,NaN,0,0,0,72,1.75006,NaN,NaN,20.8437,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:25.875,186.751,NaN,NaN,0,NaN,0,0,0,72,5.24976,NaN,NaN,20.9062,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:26.125,228.256,NaN,NaN,0,NaN,0,0,0,72,8.75016,0,0,20.9688,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:26.375,300.254,NaN,NaN,0,0,0,0,0,72,12.2501,0,0,20.9687,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:26.625,402.75,NaN,NaN,0,0,0,0,0,72,204.257,0,0,20.9062,0,0,NaN,NaN,0,0,0,0,0,0,1536.05,0.15
12/09/2011 13:11:26.875,505.237,NaN,NaN,0,0,0,0,0,72,584.724,0,0,20.8438,0,0,NaN,NaN,0,0,0,0,0,0,4608.02,0.15
12/09/2011 13:11:27.125,607.733,NaN,NaN,0,0,0,0,0,72,965.222,0,0,20.7813,0,0,NaN,NaN,0,0,0,0,0,0,7680,0.15
12/09/2011 13:11:27.375,631.738,NaN,NaN,0,0,0,0,0,72,1345.72,0,0,20.75,0,0,NaN,NaN,0,0,0,0,0,0,10752,0.15
12/09/2011 13:11:27.625,577.247,NaN,NaN,0,0,0,0,0,72,1345.74,0,0,20.75,0,0,NaN,NaN,0,0,0,0,0,0,10751.9,0.15
12/09/2011 13:11:27.875,522.741,1,0,0,0,0,0,0,72,965.23,0,0,20.75,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
12/09/2011 13:11:28.125,468.242,1,0,0,0,0,0,0,72,584.732,0,0,20.75,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
12/09/2011 13:11:28.375,396.245,1,0,0,0,0,0,0,72,204.234,0,0,20.75,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
12/09/2011 13:11:28.625,306.748,1,0,0,0,0,0,0,72,12.2499,0,0,20.75,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:28.875,217.261,1,0,0,0,0,0,0,72,8.75024,0,0,20.75,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:29.125,127.764,1,0,0,0,0,0,0,72,5.25026,0,0,20.75,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:29.375,103.759,1,0,0,0,0,0,0,72,1.75028,0,0,20.7812,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:29.625,145.258,1,0,0,0,0,0,0,72,1.7502,0,0,20.8438,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:29.875,186.757,1,0,0,0,0,0,0,72,5.25018,0,0.454154,20.9063,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:30.125,228.256,1,0,0,0,0,0,0,72,8.75016,0,1.36235,20.9688,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:30.375,300.254,1,0,0,0,0,0,0,72,12.2501,0,2.27055,20.9687,0,0,0,0,0,0,0,0,0,0,0,0.15
12/09/2011 13:11:30.625,402.74,1,0,0,0,0,0,0,72,204.241,0,3.17868,20.9063,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
12/09/2011 13:11:30.875,505.237,1,0,0,0,0,0,0,72,584.724,0,4.08688,20.8438,0,0,0,2.90623,0,0,0,0,0,0,4608.02,0.15
12/09/2011 13:11:31.125,607.733,1,0,0,0,0,0,0,72,965.222,0,4.99508,20.7813,0,0,0,8.71857,0,0,0,0,0,0,7680,0.15
12/09/2011 13:11:31.375,631.738,1,0,0,0,0,0,0,72,1345.72,0,5.90328,20.75,0,0,0,14.531,0,0,0,0,0,0,10752,0.15
12/09/2011 13:11:31.625,577.24,1,0,0,0,0,0,0,72,1345.73,0,6.81158,20.75,0,0,0,20.344,0,0,0,0,0,0,10751.8,0.15
12/09/2011 13:11:31.875,522.741,1,0,0,0,0,0,0,72,965.23,0,7.71978,20.75,0,0,0,26.1565,0,0,0,0,0,0,7679.84,0.15
12/09/2011 13:11:32.125,468.242,1,0,0,0,0,0,0,72,584.732,0,8.62797,20.75,0,0,0,31.9689,0,0,0,0,0,0,4607.86,0.15
