t,EGT_SEL,FLIGHT_MOD,FMV_SEL,HPTC_SEL,LPTC_SEL,N1_SEL,N2_ACTSEL,OIL_P,OIL_TEMP,PS3_SEL,PT2_SEL,P0_SEL,TAT,TBV_SEL,TRA_SEL,T25_SEL,T3_SEL,VBV_SEL,VIB_CN1,VIB_CN2,VIB_TN1,VIB_TN2,VSV_SEL,WFM_SEL,XM
datenum,deg_C,_,_,%,%,%,%_RPM,psi,_,psi,mb,psi,deg_C,%,DEG,_,_,DEG,_,_,_,_,DEG,lb/h,mach
13/09/2011 14:04:44.125,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13/09/2011 14:04:44.375,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13/09/2011 14:04:44.625,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13/09/2011 14:04:44.875,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7679.98,0.15
13/09/2011 14:04:45.125,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,575.982,NaN,NaN,27.25,0,0,NaN,NaN,0,0,0,0,0,0,4607.86,0.15
13/09/2011 14:04:45.375,167.995,NaN,NaN,0,NaN,0,0,0,NaN,191.984,NaN,NaN,27.2187,0,0,NaN,NaN,0,0,0,0,0,0,1535.87,0.15
13/09/2011 14:04:45.625,119.997,NaN,NaN,0,NaN,0,0,0,73,0,NaN,NaN,27.1562,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:45.875,71.998,NaN,NaN,0,NaN,0,0,0,73,0,NaN,NaN,27.0937,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:46.125,24.0041,NaN,NaN,0,NaN,0,0,0,73,0,NaN,NaN,27.0313,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:46.375,0.00234322,NaN,NaN,0,NaN,0,0,0,73,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:46.625,1.08027e-007,NaN,NaN,0,NaN,0,0,0,73,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:46.875,3.12496e-012,NaN,NaN,0,NaN,0,0,0,73,0,NaN,NaN,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:47.125,0,NaN,NaN,0,NaN,0,0,0,73,0,0,0,27,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:47.375,72.0006,NaN,NaN,0,0,0,0,0,73,0,0,0,27.0313,0,0,NaN,NaN,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:47.625,215.996,NaN,NaN,0,0,0,0,0,73,192.007,0,0,27.0938,0,0,NaN,NaN,0,0,0,0,0,0,1536.05,0.15
13/09/2011 14:04:47.875,359.977,NaN,NaN,0,0,0,0,0,73,575.973,0,0,27.1562,0,0,NaN,NaN,0,0,0,0,0,0,4608.02,0.15
13/09/2011 14:04:48.125,503.972,NaN,NaN,0,0,0,0,0,73,959.971,0,0,27.2187,0,0,NaN,NaN,0,0,0,0,0,0,7680,0.15
13/09/2011 14:04:48.375,527.981,NaN,NaN,0,0,0,0,0,73,1343.97,0,0,27.25,0,0,NaN,NaN,0,0,0,0,0,0,10752,0.15
13/09/2011 14:04:48.625,431.995,NaN,NaN,0,0,0,0,0,73,1343.99,0,0,27.25,0,0,NaN,NaN,0,0,0,0,0,0,10751.9,0.15
13/09/2011 14:04:48.875,335.984,1,0,0,0,0,0,0,73,959.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
13/09/2011 14:04:49.125,239.986,1,0,0,0,0,0,0,73,575.982,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
13/09/2011 14:04:49.375,167.991,1,0,0,0,0,0,0,73,191.984,0,0,27.2187,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
13/09/2011 14:04:49.625,119.994,1,0,0,0,0,0,0,73,0,0,0,27.1562,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:49.875,72.0011,1,0,0,0,0,0,0,73,0,0,0,27.0938,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:50.125,24.0035,1,0,0,0,0,0,0,73,0,0,0,27.0313,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:50.375,0.00234317,1,0,0,0,0,0,0,73,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:50.625,0,1,0,0,0,0,0,0,73,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:50.875,0,1,0,0,0,0,0,0,73,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:51.125,0,1,0,0,0,0,0,0,73,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:51.375,72.0006,1,0,0,0,0,0,0,73,0,0,0,27.0313,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:51.625,215.982,1,0,0,0,0,0,0,73,191.991,0,0,27.0937,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
13/09/2011 14:04:51.875,359.977,1,0,0,0,0,0,0,73,575.973,0,0,27.1562,0,0,0,0,0,0,0,0,0,0,4608.02,0.15
13/09/2011 14:04:52.125,503.972,1,0,0,0,0,0,0,73,959.971,0,0,27.2187,0,0,0,0,0,0,0,0,0,0,7680,0.15
13/09/2011 14:04:52.375,527.981,1,0,0,0,0,0,0,73,1343.97,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10752,0.15
13/09/2011 14:04:52.625,431.982,1,0,0,0,0,0,0,73,1343.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10751.8,0.15
13/09/2011 14:04:52.875,335.984,1,0,0,0,0,0,0,73,959.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
13/09/2011 14:04:53.125,239.986,1,0,0,0,0,0,0,73,575.982,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
13/09/2011 14:04:53.375,167.991,1,0,0,0,0,0,0,73,191.984,0,0,27.2187,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
13/09/2011 14:04:53.625,119.999,1,0,0,0,0,0,0,70.7189,0.0156192,0,0,27.1563,0,0,0,0,0,0,0,0,0,0,0.00833043,0.15
13/09/2011 14:04:53.875,72.0011,1,0,0,0,0,0,0,66.1566,5.93026e-007,0,0,27.0938,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:54.125,24.0035,1,0,0,0,0,0,0,61.5941,1.39385e-011,0,0,27.0313,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:54.375,0,1,0,0,0,0,0,0,57.0311,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:54.625,0,1,0,0,0,0,0,0,52.4686,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:54.875,0,1,0,0,0,0,0,0,47.9061,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:55.125,0,1,0,0,0,0,0,0,43.3436,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:55.375,71.9935,1,0,0,0,0,0,0,38.7816,0,0,0,27.0312,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:55.625,215.982,1,0,0,0,0,0,0,34.2191,191.991,0,0,27.0937,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
13/09/2011 14:04:55.875,359.977,1,0,0,0,0,0,0,29.6566,575.973,0,0,27.1562,0,0,0,0,0,0,0,0,0,0,4608.02,0.15
13/09/2011 14:04:56.125,503.972,1,0,0,0,0,0,0,25.0941,959.971,0,0,27.2187,0,0,0,0,0,0,0,0,0,0,7680,0.15
13/09/2011 14:04:56.375,527.978,1,0,0,0,0,0,0,20.5311,1344.02,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
13/09/2011 14:04:56.625,431.978,1,0,0,0,0,0,0,15.9686,1343.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10751.8,0.15
13/09/2011 14:04:56.875,335.977,1,0,0,0,0,0,0,11.4061,959.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
13/09/2011 14:04:57.125,239.986,1,0,0,0,0,0,0,6.84405,576.013,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4607.87,0.15
13/09/2011 14:04:57.375,167.989,1,0,0,0,0,0,0,2.28157,192.015,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1535.89,0.15
13/09/2011 14:04:57.625,119.991,1,0,0,0,0,0,0,2.28133,0.0156204,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0.00833043,0.15
13/09/2011 14:04:57.875,71.9949,1,0,0,0,0,0,0,6.84341,5.93054e-007,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:58.125,23.9925,1,0,0,0,0,0,0,11.4065,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:58.375,-0.00311394,1,0,0,0,0,0,0,15.9689,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:58.625,-0.00222424,1,0,0,0,0,0,0,20.5314,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:58.875,-0.00133455,1,0,0,0,0,0,0,25.0939,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:59.125,-0.000444937,1,0,0,0,0,0,0,29.656,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:59.375,71.9961,1,0,0,0,0,0,0,34.2184,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:04:59.625,215.989,1,0,0,0,0,0,0,38.7809,191.991,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
13/09/2011 14:04:59.875,359.99,1,0,0,0,0,0,0,43.3434,575.973,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608.02,0.15
13/09/2011 14:05:00.125,504.01,1,0,0,0,0,0,0,47.9064,960.018,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7680.14,0.15
13/09/2011 14:05:00.375,528.004,1,0,0,0,0,0,0,52.4689,1344.02,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
13/09/2011 14:05:00.625,432.008,1,0,0,0,0,0,0,57.0314,1343.99,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
13/09/2011 14:05:00.875,336.02,1,0,0,0,0,0,0,61.5935,960.027,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.98,0.15
13/09/2011 14:05:01.125,240.024,1,0,0,0,0,0,0,66.156,576.029,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608,0.15
13/09/2011 14:05:01.375,168.02,1,0,0,0,0,0,0,70.7184,192.031,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1536.01,0.15
13/09/2011 14:05:01.625,120.015,1,0,0,0,0,0,0,72.9998,0.0156217,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0.0083311,0.15
13/09/2011 14:05:01.875,72.0062,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:02.125,24.0036,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:02.375,0.003645,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:02.625,0.00260357,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:02.875,0.00156224,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:03.125,0.000520817,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:03.375,71.9961,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:03.625,216.009,1,0,0,0,0,0,0,73,192.022,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1536.18,0.15
13/09/2011 14:05:03.875,360.01,1,0,0,0,0,0,0,73,576.02,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608.16,0.15
13/09/2011 14:05:04.125,504.01,1,0,0,0,0,0,0,73,960.018,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7680.14,0.15
13/09/2011 14:05:04.375,528.004,1,0,0,0,0,0,0,73,1344.02,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
13/09/2011 14:05:04.625,432.017,1,0,0,0,0,0,0,73,1343.99,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
13/09/2011 14:05:04.875,336.02,1,0,0,0,0,0,0,73,960.027,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.98,0.15
13/09/2011 14:05:05.125,240.024,1,0,0,0,0,0,0,73,576.029,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608,0.15
13/09/2011 14:05:05.375,168.02,1,0,0,0,0,0,0,73,192.031,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1536.01,0.15
13/09/2011 14:05:05.625,120.009,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:05.875,72.0062,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:06.125,24.0036,1,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:06.375,0.003645,1.01172,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:06.625,0.00260367,1.03515,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:06.875,0.00156224,1.05859,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:07.125,0.000520817,1.08203,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:07.375,72.0089,1.12109,0,0,0,0,0,0,73,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:07.625,216.009,1.17578,0,0,0,0,0,0,73,192.022,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1536.18,0.15
13/09/2011 14:05:07.875,360.01,1.23047,0,0,0,0,0,0,73,576.02,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608.16,0.15
13/09/2011 14:05:08.125,504.01,1.28516,0,0,0,0,0,0,73,960.018,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7680.14,0.15
13/09/2011 14:05:08.375,528.002,1.34374,0,0,0,0,0,0,73,1343.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10752.1,0.15
13/09/2011 14:05:08.625,432.017,1.40624,0,0,0,0,0,0,73,1343.99,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
13/09/2011 14:05:08.875,336.02,1.46874,0,0,0,0,0,0,73,960.027,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.98,0.15
13/09/2011 14:05:09.125,240.024,1.53124,0,0,0,0,0,0,73,576.029,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608,0.15
13/09/2011 14:05:09.375,168.011,1.59375,0,0,0,0,0,0,73,191.984,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
13/09/2011 14:05:09.625,120.009,1.65625,0,0,0,0,0,0,70.7187,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:09.875,72.0062,1.71875,0,0,0,0,0,0,66.1562,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:10.125,24.0083,1.78125,0,0,0,0,0,0,61.5941,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:10.375,0.0059882,1.83203,0,0,0,0,0,0,57.0316,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:10.625,0.00260371,1.87109,0,0,0,0,0,0,52.4692,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:10.875,0.00156219,1.91015,0,0,0,0,0,0,47.9067,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:11.125,0.000520637,1.94922,0,0,0,0,0,0,43.3436,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:11.375,72.0006,1.97266,0,0,0,0,0,0,38.7812,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:11.625,215.996,1.98047,0,0,0,0,0,0,34.2187,192.007,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1536.05,0.15
13/09/2011 14:05:11.875,359.991,1.98828,0,0,0,0,0,0,29.6562,576.005,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4608.04,0.15
13/09/2011 14:05:12.125,503.972,1.99609,0,0,0,0,0,0,25.0941,959.971,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7680,0.15
13/09/2011 14:05:12.375,527.981,2,0,0,0,0,0,0,20.5317,1343.97,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10752,0.15
13/09/2011 14:05:12.625,431.995,2,0,0,0,0,0,0,15.9692,1343.99,0,0,27.25,0,0,0,0,0,0,0,0,0,0,10751.9,0.15
13/09/2011 14:05:12.875,335.984,2,0,0,0,0,0,0,11.4061,959.98,0,0,27.25,0,0,0,0,0,0,0,0,0,0,7679.84,0.15
13/09/2011 14:05:13.125,239.986,2,0,0,0,0,0,0,6.84365,575.982,0,0,27.25,0,0,0,0,0,0,0,0,0,0,4607.86,0.15
13/09/2011 14:05:13.375,167.991,2,0,0,0,0,0,0,2.28117,191.984,0,0,27.25,0,0,0,0,0,0,0,0,0,0,1535.87,0.15
13/09/2011 14:05:13.625,119.994,2,0,0,0,0,0,0,2.28133,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:13.875,72.0011,2,0,0,0,0,0,0,6.84341,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:14.125,24.0035,2,0,0,0,0,0,0,11.4059,0,0,0,27.25,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:14.375,0.00234317,2,0,0,0,0,0,0,15.9684,0,0,0,27.2188,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:14.625,1.08025e-007,2,0,0,0,0,0,0,20.5308,0,0,0,27.1563,0,0,0,0,0,0,0,0,0,0,0,0.15
13/09/2011 14:05:14.875,0,2,0,0,0,0,0,0,25.0939,0,0,0,27.0937,0,0,0,0,0,0,0,0,0,0,0,0.15
